playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,ERA,IBB,WP,HBP,BK,BFP,GF,R
willido03,2005,1,FLO,NL,22,10,34,34,7,5,0,709,213,69,11,55,170,2.63,3,2,8,1,960,0,79
capuach01,2005,1,MIL,NL,18,12,35,35,0,0,0,657,212,97,31,91,176,3.99,6,3,12,4,949,0,105
ramirer01,2005,1,TEX,AL,0,0,16,0,0,0,0,69,24,10,3,3,6,3.91,0,0,2,0,96,4,10
vargacl01,2005,1,WAS,NL,0,3,4,4,0,0,0,38,22,13,4,7,5,9.24,2,0,0,0,66,0,15
vargacl01,2005,2,ARI,NL,9,6,21,19,0,0,0,359,124,64,21,40,90,4.81,3,6,7,0,520,0,66
turnbde01,2005,1,MIL,NL,7,1,69,0,0,0,39,202,49,13,5,24,64,1.74,2,9,1,0,271,62,15
sandeda01,2005,1,CHA,AL,0,0,2,0,0,0,0,6,3,3,1,1,1,13.5,0,0,0,0,10,0,3
webbbr01,2005,1,ARI,NL,14,12,33,33,1,0,0,687,229,90,21,59,172,3.54,4,14,2,1,943,0,98
goodan01,2005,1,DET,AL,0,0,2,0,0,0,0,15,4,3,1,1,7,5.4,0,0,0,0,20,2,3
snydeky01,2005,1,KCA,AL,1,3,13,3,0,0,0,108,55,27,3,10,19,6.75,1,1,1,0,169,4,29
foppeje01,2005,1,SFN,NL,0,0,3,2,0,0,0,31,11,6,2,13,6,5.23,0,0,1,1,53,0,7
calerki01,2005,1,OAK,AL,4,1,58,0,0,0,1,167,45,20,6,18,52,3.23,2,2,1,0,229,15,20
milletr02,2005,1,TBA,AL,2,2,61,0,0,0,0,133,45,20,4,29,35,4.06,6,2,7,0,206,13,23
ledezwi01,2005,1,DET,AL,2,4,10,10,0,0,0,149,61,39,10,24,30,7.07,0,2,2,2,234,0,46
lopezaq01,2005,1,COL,NL,0,0,1,0,0,0,0,12,3,1,0,0,6,2.25,0,0,0,0,15,0,1
lopezaq01,2005,2,PHI,NL,0,1,10,0,0,0,0,38,13,3,2,7,16,2.13,1,1,0,0,57,5,4
spurlch01,2005,1,DET,AL,3,4,56,0,0,0,0,212,58,27,8,22,26,3.44,6,4,2,0,284,8,30
bondeje01,2005,1,DET,AL,14,13,29,29,4,0,0,567,199,96,21,57,145,4.57,0,5,4,1,801,0,101
carradj01,2005,1,KCA,AL,6,8,21,20,1,0,0,344,129,61,11,51,49,4.79,2,7,6,3,511,0,67
phelpto01,2005,1,MIL,NL,0,2,29,0,0,0,1,70,25,12,2,12,14,4.63,4,2,2,0,106,8,12
lopezja02,2005,1,COL,NL,0,0,3,0,0,0,0,6,7,5,0,0,1,22.5,0,0,0,0,13,1,5
lopezja02,2005,2,ARI,NL,1,1,29,0,0,0,2,43,19,15,2,11,11,9.42,3,0,1,0,74,5,15
anderja01,2005,1,NYA,AL,1,0,3,0,0,0,0,17,4,5,0,7,2,7.94,1,0,0,0,27,1,5
contrjo01,2005,1,CHA,AL,15,7,32,32,1,0,0,614,177,82,23,75,154,3.61,2,20,9,2,857,0,91
mccluse01,2005,1,TBA,AL,7,11,34,17,0,0,0,328,106,80,20,62,92,6.59,1,6,7,0,500,3,85
villaos01,2005,1,ARI,NL,2,0,11,0,0,0,0,41,11,8,2,6,5,5.27,2,0,1,0,57,0,8
sprinru01,2005,1,HOU,NL,4,4,62,0,0,0,0,177,49,31,9,21,54,4.73,3,2,3,0,246,11,34
eldreca01,2005,1,SLN,NL,1,0,31,1,0,0,0,111,35,9,3,18,29,2.19,3,0,2,0,160,15,9
tallebr01,2005,1,CLE,AL,0,0,2,0,0,0,0,14,6,4,2,3,2,7.71,0,0,1,0,24,0,4
ayalalu01,2005,1,WAS,NL,8,7,68,0,0,0,1,213,75,21,7,14,40,2.66,4,0,6,0,293,18,23
rodrifr03,2005,1,LAA,AL,2,5,66,0,0,0,45,202,45,20,7,32,91,2.67,3,8,0,0,279,58,20
obermwe01,2005,1,MIL,NL,1,4,23,8,0,0,0,195,74,38,7,36,33,5.26,2,3,5,0,305,4,41
leecl02,2005,1,CLE,AL,18,5,32,32,1,0,0,606,194,85,22,52,143,3.79,1,4,0,0,838,0,91
duboser01,2005,1,BAL,AL,2,3,15,3,0,0,0,88,28,18,4,19,17,5.52,0,1,1,0,135,2,21
torresa01,2005,1,PIT,NL,5,5,78,0,0,0,3,284,76,29,7,36,55,2.76,7,4,5,0,388,32,34
roberna01,2005,1,DET,AL,7,16,32,32,2,0,0,590,202,98,28,65,122,4.48,2,6,7,1,846,0,113
hancojo01,2005,1,CIN,NL,1,0,11,0,0,0,0,42,11,3,1,1,5,1.93,0,0,0,0,54,5,4
germafr01,2005,1,DET,AL,4,0,58,0,0,0,1,177,63,24,7,34,38,3.66,4,4,7,1,270,19,26
davisja02,2005,1,CLE,AL,4,2,11,4,0,0,0,121,44,21,4,20,32,4.69,0,2,3,0,182,2,22
cartela02,2005,1,TBA,AL,1,2,39,0,0,0,1,171,61,31,9,15,22,4.89,1,0,1,0,239,18,31
hendrma01,2005,1,TBA,AL,11,8,31,31,1,0,0,535,227,117,24,49,89,5.9,1,4,2,0,796,0,126
rodriri03,2005,1,TEX,AL,2,3,12,10,0,0,0,171,67,35,11,17,24,5.53,0,2,1,0,254,0,39
childma01,2005,1,ATL,NL,0,0,3,0,0,0,0,12,5,2,1,3,2,4.5,0,0,1,0,21,1,2
cookaa01,2005,1,COL,NL,7,2,13,13,2,0,0,250,101,34,8,16,24,3.67,2,3,2,0,357,0,38
hudsolu01,2005,1,CIN,NL,6,9,19,16,0,0,0,254,83,60,14,50,53,6.38,2,5,11,0,380,1,62
cerdaja01,2005,1,KCA,AL,1,4,20,0,0,0,0,57,21,14,3,11,18,6.63,2,2,0,0,89,1,14
bukviry01,2005,1,TEX,AL,0,0,4,0,0,0,0,12,2,5,0,6,4,11.25,0,0,0,0,19,0,5
backebr01,2005,1,HOU,NL,10,8,26,25,1,1,0,448,151,79,19,67,97,4.76,1,5,4,2,653,0,82
saarlki01,2005,1,OAK,AL,10,9,29,27,2,1,0,479,170,74,11,54,53,4.17,8,1,11,0,682,0,75
sanchdu01,2005,1,LAN,NL,4,7,79,0,0,0,8,246,75,34,8,36,71,3.73,6,7,3,1,353,31,36
smithtr01,2005,1,FLO,NL,0,0,12,0,0,0,0,32,17,8,1,5,9,6.75,1,0,0,0,52,4,8
hernaru03,2005,1,KCA,AL,8,14,29,29,0,0,0,479,172,98,18,70,88,5.52,0,4,7,0,706,0,101
towerjo01,2005,1,TOR,AL,13,12,33,33,2,1,0,626,237,86,24,29,112,3.71,2,1,6,1,876,0,101
bellro01,2005,1,TBA,AL,1,1,8,3,0,0,0,75,41,23,7,12,13,8.28,0,3,2,0,129,4,25
dayza01,2005,2,COL,NL,0,1,5,3,0,0,0,34,20,9,2,7,7,7.15,1,1,0,0,59,0,11
dayza01,2005,1,WAS,NL,1,2,12,5,0,0,0,108,41,27,4,25,16,6.75,3,1,1,0,170,4,29
lackejo01,2005,1,LAA,AL,14,5,33,33,1,0,0,627,208,80,13,71,199,3.44,3,18,11,0,892,0,85
marotmi01,2005,1,DET,AL,14,14,34,34,0,0,0,627,235,110,30,51,115,4.74,1,5,9,0,889,0,123
perezol01,2005,1,PIT,NL,7,5,20,20,0,0,0,309,102,67,23,70,97,5.85,1,3,6,0,471,0,68
riedljo01,2005,1,FLO,NL,4,1,29,0,0,0,0,83,34,22,3,13,16,7.16,2,6,1,0,130,7,23
smallaa01,2005,1,NYA,AL,10,0,15,9,1,1,0,228,71,27,4,24,37,3.2,0,0,5,0,316,1,27
rauchjo01,2005,1,WAS,NL,2,4,15,1,0,0,0,90,24,12,3,11,23,3.6,2,2,1,0,124,4,12
prinzbr01,2005,1,LAA,AL,0,1,3,0,0,0,0,9,4,1,1,1,1,3,0,0,0,0,14,2,1
nealbl01,2005,2,COL,NL,1,2,11,0,0,0,0,44,20,10,2,9,8,6.14,2,1,0,0,70,3,10
nealbl01,2005,1,BOS,AL,0,1,8,0,0,0,0,24,15,8,2,3,3,9,0,0,0,0,41,4,9
motagu01,2005,1,FLO,NL,2,2,56,0,0,0,2,201,65,35,5,32,60,4.7,7,4,1,0,293,24,38
micelda01,2005,1,COL,NL,1,2,19,0,0,0,0,55,19,12,1,13,19,5.89,0,0,1,0,86,3,12
haranaa01,2005,1,CIN,NL,11,13,32,32,1,0,0,635,217,90,22,51,163,3.83,3,6,8,0,887,0,93
gardnle01,2005,1,TBA,AL,0,0,5,0,0,0,0,22,12,4,2,2,4,4.91,0,0,0,0,37,2,9
florera01,2005,1,SLN,NL,3,1,50,0,0,0,1,125,37,16,5,13,43,3.46,0,2,3,0,174,6,22
donnebr01,2005,1,LAA,AL,9,3,66,0,0,0,0,196,60,27,9,19,53,3.72,3,3,2,0,271,14,30
benoijo01,2005,1,TEX,AL,4,4,32,9,0,0,0,261,69,36,9,38,78,3.72,0,1,2,0,369,6,39
perisma01,2005,2,BOS,AL,0,0,1,0,0,0,0,0,1,1,0,0,0,NA,0,0,0,0,1,0,1
perisma01,2005,1,FLO,NL,2,0,24,0,0,0,0,42,12,3,1,11,10,1.93,0,0,1,0,64,4,4
walkepe01,2005,1,TOR,AL,6,6,41,4,0,0,2,252,81,33,10,33,43,3.54,0,2,2,0,358,8,33
milleju01,2005,1,TOR,AL,0,0,1,0,0,0,0,7,5,4,3,0,2,15.43,0,0,0,0,12,0,4
lyonbr01,2005,1,ARI,NL,0,2,32,0,0,0,14,88,44,21,6,10,17,6.44,2,1,2,1,144,22,25
loaizes01,2005,1,WAS,NL,12,10,34,34,0,0,0,651,227,91,18,55,173,3.77,3,6,5,0,912,0,93
heredfe01,2005,1,NYN,NL,0,0,3,0,0,0,0,8,1,0,0,1,2,0,0,0,1,0,10,1,0
hallaro01,2005,1,TOR,AL,12,4,19,19,5,2,0,425,118,38,11,18,108,2.41,2,2,7,1,553,0,39
eyresc01,2005,1,SFN,NL,2,2,86,0,0,0,0,205,48,20,3,26,65,2.63,0,3,4,0,277,15,21
escobke01,2005,1,LAA,AL,3,2,16,7,0,0,1,179,45,20,4,21,63,3.02,1,4,2,0,242,2,21
coopebr01,2005,1,SFN,NL,0,1,8,1,0,0,0,53,15,6,0,8,7,3.06,0,0,0,0,73,3,6
cassisc01,2005,2,SDN,NL,1,1,10,0,0,0,0,37,15,9,3,3,12,6.57,0,0,0,0,54,4,10
parkch01,2005,1,TEX,AL,8,5,20,20,0,0,0,329,130,69,8,54,80,5.66,1,3,6,0,502,0,70
parkch01,2005,2,SDN,NL,4,3,10,9,0,0,0,137,50,30,3,26,33,5.91,0,3,4,0,213,0,33
powelja04,2005,1,ATL,NL,0,0,5,0,0,0,0,10,1,0,0,4,1,0,0,0,0,0,15,1,0
rogerke01,2005,1,TEX,AL,14,8,30,30,1,1,0,586,205,75,15,53,87,3.46,1,0,8,0,828,0,86
seaneru01,2005,1,SDN,NL,7,1,57,0,0,0,0,181,49,18,4,22,84,2.69,4,4,2,0,248,9,19
valdeis01,2005,1,FLO,NL,2,2,14,7,0,0,0,152,64,30,6,22,27,5.33,6,1,5,2,237,1,32
carpech01,2005,1,SLN,NL,21,5,33,33,7,4,0,725,204,76,18,51,213,2.83,0,5,3,0,953,0,82
cassisc01,2005,1,BOS,AL,0,0,1,0,0,0,0,2,4,3,0,0,0,40.5,0,0,0,0,6,0,3
kolbda01,2005,1,ATL,NL,3,8,65,0,0,0,11,173,78,38,5,29,39,5.93,5,5,1,0,270,34,39
davisdo02,2005,1,MIL,NL,11,11,35,35,2,1,0,668,196,95,26,93,208,3.84,5,3,4,2,946,0,103
dickera01,2005,1,TEX,AL,1,2,9,4,0,0,0,89,29,22,4,17,15,6.67,0,2,2,0,134,2,23
carrahe01,2005,1,WAS,NL,5,4,64,5,0,0,2,265,59,20,6,38,75,2.04,7,6,6,1,358,13,23
cordefr01,2005,1,TEX,AL,3,1,69,0,0,0,37,207,61,26,5,30,79,3.39,2,0,4,0,302,60,28
zambrvi01,2005,1,NYN,NL,7,12,31,27,0,0,0,499,170,77,12,77,112,4.17,2,8,15,2,748,2,85
yanes01,2005,1,LAA,AL,1,1,49,0,0,0,0,200,66,34,8,30,45,4.59,4,5,0,0,293,21,36
wilsopa02,2005,1,CIN,NL,1,5,9,9,0,0,0,139,68,40,10,17,30,7.77,1,2,4,0,224,0,41
sturtta01,2005,1,NYA,AL,5,3,64,1,0,0,1,234,76,41,10,27,45,4.73,1,3,6,0,332,12,43
standja01,2005,2,CIN,NL,2,2,32,0,0,0,0,93,38,14,3,16,17,4.06,7,1,1,0,140,6,14
standja01,2005,1,TEX,AL,0,0,2,0,0,0,0,7,7,3,0,1,2,11.57,1,1,0,0,16,0,3
sosajo02,2005,1,ATL,NL,13,3,44,20,0,0,0,402,122,38,12,64,85,2.55,8,3,0,0,577,5,42
seaybo01,2005,1,COL,NL,0,0,17,0,0,0,0,35,18,11,3,8,11,8.49,1,0,0,1,58,5,11
martito02,2005,1,ATL,NL,0,0,4,0,0,0,0,7,6,5,1,2,0,19.29,0,0,0,0,14,1,5
kennejo04,2005,2,OAK,AL,4,5,19,8,0,0,0,182,64,30,8,20,45,4.45,2,1,1,0,262,3,33
kennejo04,2005,1,COL,NL,4,8,16,16,0,0,0,276,128,72,12,44,52,7.04,4,7,6,1,442,0,81
harpetr01,2005,1,TBA,AL,4,6,52,0,0,0,0,220,88,55,14,24,40,6.75,9,2,1,0,321,13,57
williwo02,2005,1,SDN,NL,9,12,28,28,0,0,0,479,174,86,24,51,106,4.85,1,1,3,0,697,0,92
alvarwi01,2005,1,LAN,NL,1,4,21,2,0,0,0,72,31,15,7,7,16,5.62,0,0,0,0,109,3,15
brazede01,2005,1,TBA,AL,1,8,20,8,0,0,0,213,87,60,12,60,43,7.61,3,5,4,0,354,2,65
colomje01,2005,1,TBA,AL,2,3,36,0,0,0,0,136,54,23,7,18,28,4.57,3,5,2,0,212,18,29
creekdo01,2005,1,DET,AL,0,0,20,0,0,0,0,67,27,17,7,7,18,6.85,0,0,0,0,101,8,18
timlimi01,2005,1,BOS,AL,7,3,81,0,0,0,13,241,86,20,2,20,59,2.24,5,3,2,0,342,27,23
morrima01,2005,1,SLN,NL,14,10,31,31,2,0,0,578,209,88,22,37,117,4.11,3,1,8,1,818,0,101
karnuja01,2005,1,DET,AL,0,0,3,0,0,0,0,5,2,1,0,0,0,5.4,0,0,0,0,7,2,1
klinest02,2005,1,BAL,AL,2,4,67,0,0,0,0,183,59,29,11,30,36,4.28,5,4,0,3,264,23,34
matthmi01,2005,1,NYN,NL,1,0,6,0,0,0,0,15,9,6,0,4,2,10.8,1,2,0,0,28,0,6
journji01,2005,1,SLN,NL,0,1,5,0,0,0,0,13,6,5,1,5,5,10.38,0,0,0,0,23,3,6
isrinja01,2005,1,SLN,NL,1,2,63,0,0,0,39,177,43,14,4,27,51,2.14,5,2,1,0,245,52,14
worreti01,2005,1,PHI,NL,0,1,19,0,0,0,1,51,29,14,4,3,17,7.41,0,0,1,1,83,9,17
worreti01,2005,2,ARI,NL,1,1,32,0,0,0,0,95,30,8,4,9,22,2.27,2,0,1,0,137,8,13
witasja01,2005,1,COL,NL,0,4,32,0,0,0,0,107,27,10,2,12,40,2.52,3,2,3,0,148,7,11
witasja01,2005,2,OAK,AL,1,1,28,0,0,0,1,83,26,10,2,17,33,3.25,2,3,3,0,129,4,15
willije02,2005,1,SFN,NL,0,2,4,3,0,0,0,50,21,12,2,4,11,6.48,1,0,1,0,73,0,12
willije02,2005,2,CHN,NL,6,8,18,17,0,0,0,318,98,46,12,45,59,3.91,0,2,9,0,459,0,50
schmija01,2005,1,SFN,NL,12,7,29,29,0,0,0,516,160,84,16,85,165,4.4,4,7,5,1,757,0,90
rueteki01,2005,1,SFN,NL,2,7,20,18,0,0,0,322,131,71,12,47,25,5.95,3,3,1,0,489,1,78
rodrife01,2005,1,NYA,AL,0,0,34,0,0,0,0,97,33,18,2,20,18,5.01,0,3,2,0,147,10,18
ortizru01,2005,1,ARI,NL,5,11,22,22,0,0,0,345,147,88,18,65,46,6.89,3,5,4,0,551,0,92
nathajo01,2005,1,MIN,AL,7,4,69,0,0,0,43,210,46,21,5,22,94,2.7,1,2,0,0,276,58,22
jensery01,2005,1,KCA,AL,3,2,9,3,0,0,0,76,31,20,4,7,18,7.11,1,0,2,0,115,3,20
hernali01,2005,1,WAS,NL,15,10,35,35,2,0,0,739,268,109,25,84,147,3.98,14,3,13,2,1065,0,116
fultzaa01,2005,1,PHI,NL,4,0,62,0,0,0,0,217,47,18,6,23,54,2.24,2,0,5,0,286,16,21
chrisja01,2005,1,SFN,NL,6,1,56,0,0,0,0,126,48,25,4,15,17,5.36,2,0,0,0,188,10,27
chrisja01,2005,2,LAA,AL,0,0,12,0,0,0,0,11,7,1,0,2,4,2.45,0,0,0,0,20,1,1
aybarma01,2005,1,NYN,NL,0,0,22,0,0,0,0,76,31,17,4,7,27,6.04,1,0,1,0,114,4,17
soriara01,2005,1,SEA,AL,0,0,7,0,0,0,0,22,6,2,0,1,9,2.45,0,0,1,0,30,4,2
rhodear01,2005,1,CLE,AL,3,1,47,0,0,0,0,130,33,10,2,12,43,2.08,2,0,1,0,175,8,13
pineijo01,2005,1,SEA,AL,7,11,30,30,2,0,0,567,224,118,23,56,107,5.62,4,7,6,1,822,0,118
nelsoje01,2005,1,SEA,AL,1,3,49,0,0,0,1,110,32,16,3,22,34,3.93,0,1,4,1,166,15,17
mechegi01,2005,1,SEA,AL,10,8,29,26,0,0,0,430,153,81,18,72,83,5.09,1,4,2,0,638,2,92
moyerja01,2005,1,SEA,AL,13,7,32,32,1,0,0,600,225,95,23,52,102,4.28,2,3,8,0,868,0,99
mateoju01,2005,1,SEA,AL,3,6,55,1,0,0,0,265,79,30,12,17,52,3.06,6,1,7,0,364,7,32
hasegsh01,2005,1,SEA,AL,1,3,46,0,0,0,0,200,66,31,4,16,30,4.18,1,0,3,0,279,17,31
halamjo01,2005,2,WAS,NL,0,3,10,3,0,0,0,64,23,11,1,8,11,4.64,0,0,0,0,93,2,11
halamjo01,2005,1,BOS,AL,1,1,30,1,0,0,0,131,56,30,5,9,26,6.18,3,2,7,0,205,13,33
garcifr02,2005,1,CHA,AL,14,8,33,33,2,0,0,684,225,98,26,60,146,3.87,2,20,3,1,943,0,102
frankry01,2005,1,SEA,AL,8,15,32,30,2,1,0,572,212,108,28,62,93,5.1,4,3,7,1,832,0,110
baldwja01,2005,1,TEX,AL,0,2,8,0,0,0,1,52,18,10,3,7,9,5.19,1,1,1,1,76,2,10
baldwja01,2005,2,BAL,AL,0,0,20,0,0,0,0,118,36,14,5,9,20,3.2,0,1,2,0,162,11,18
walkeke01,2005,1,CHA,AL,0,1,9,0,0,0,0,21,10,7,1,5,5,9,1,0,0,0,35,3,7
tomkobr01,2005,1,SFN,NL,8,15,33,30,3,0,1,572,205,95,20,57,114,4.48,11,5,7,0,823,1,99
reedst01,2005,1,BAL,AL,1,2,30,0,0,0,0,98,41,24,5,11,15,6.61,2,0,4,0,149,6,24
peavyja01,2005,1,SDN,NL,13,7,30,30,3,3,0,609,162,65,18,50,216,2.88,3,3,7,1,812,0,70
lawrebr02,2005,1,SDN,NL,7,15,33,33,1,0,0,587,211,105,18,57,109,4.83,7,3,11,1,852,0,106
hoffmtr01,2005,1,SDN,NL,1,6,60,0,0,0,43,173,52,19,3,12,54,2.97,1,1,1,0,240,54,23
jarvike01,2005,1,SLN,NL,0,1,4,0,0,0,0,10,3,5,1,3,2,13.5,0,0,2,0,17,1,5
willida07,2005,1,PIT,NL,10,11,25,25,1,1,0,416,137,68,20,58,88,4.41,5,3,8,0,600,0,74
burrose01,2005,1,SDN,NL,0,0,1,0,0,0,0,3,4,3,1,0,0,27,0,0,0,0,7,1,3
eatonad01,2005,1,SDN,NL,11,5,24,22,0,0,0,386,140,61,14,44,100,4.27,6,5,5,0,568,2,70
embreal01,2005,1,BOS,AL,1,4,43,0,0,0,1,113,42,32,8,11,30,7.65,2,1,1,0,163,11,33
embreal01,2005,2,NYA,AL,1,1,24,0,0,0,0,43,20,12,2,3,8,7.53,1,0,1,1,68,4,14
wellski01,2005,1,PIT,NL,8,18,33,33,1,1,0,546,186,103,23,99,132,5.09,8,8,12,0,828,0,116
villoro01,2005,1,SEA,AL,2,3,52,0,0,0,1,121,33,11,2,23,41,2.45,1,2,5,1,178,14,14
vogelry01,2005,1,PIT,NL,2,2,44,0,0,0,0,244,82,40,5,40,52,4.43,1,7,8,0,369,19,43
villoro01,2005,2,FLO,NL,3,2,27,0,0,0,0,71,24,18,2,12,29,6.85,1,1,2,0,109,10,20
sauersc01,2005,1,CLE,AL,1,0,58,0,0,0,0,107,35,16,4,16,35,4.04,2,2,4,0,157,10,18
reyesal01,2005,1,SLN,NL,4,2,65,0,0,0,3,188,38,15,5,20,67,2.15,2,1,5,0,244,18,15
foggjo01,2005,1,PIT,NL,6,11,34,28,0,0,0,508,196,95,27,53,85,5.05,11,2,6,1,742,1,106
meadobr01,2005,1,PIT,NL,3,1,65,0,0,0,0,224,84,38,8,21,44,4.58,7,3,0,0,326,9,42
bensokr01,2005,1,NYN,NL,10,8,28,28,0,0,0,523,171,80,24,49,95,4.13,5,4,4,0,737,0,86
beimejo01,2005,1,TBA,AL,0,0,7,0,0,0,0,33,15,4,1,4,3,3.27,1,1,0,0,51,3,4
arroybr01,2005,1,BOS,AL,14,10,35,32,0,0,0,616,213,103,22,54,100,4.51,3,5,14,1,878,1,116
silvaca01,2005,1,MIN,AL,9,8,27,27,2,0,0,565,212,72,25,9,71,3.44,2,0,3,0,749,0,83
wolfra02,2005,1,PHI,NL,6,4,13,13,0,0,0,240,87,39,14,26,61,4.39,2,1,6,0,346,0,40
santijo03,2005,1,NYN,NL,0,0,4,0,0,0,0,17,10,2,0,2,3,3.18,0,0,1,0,27,1,2
politcl01,2005,1,CHA,AL,7,1,68,0,0,0,1,202,42,15,7,21,57,2,4,1,3,0,262,14,15
padilvi01,2005,1,PHI,NL,9,12,27,27,0,0,0,441,146,77,22,74,103,4.71,9,1,8,0,654,0,79
myersbr01,2005,1,PHI,NL,13,8,34,34,2,0,0,646,193,89,31,68,208,3.72,2,4,11,4,905,0,94
mesajo01,2005,1,PIT,NL,2,8,55,0,0,0,27,170,61,30,7,26,37,4.76,3,2,3,0,257,48,30
duckwbr01,2005,1,HOU,NL,0,1,7,2,0,0,0,49,24,20,4,7,10,11.02,1,0,5,0,82,1,20
cormirh01,2005,1,PHI,NL,4,2,57,0,0,0,0,142,56,31,9,16,34,5.89,1,3,2,0,211,10,33
bottari01,2005,1,MIL,NL,2,2,40,0,0,0,2,125,43,21,7,19,29,4.54,0,7,3,0,187,11,24
adamste01,2005,1,PHI,NL,0,2,16,0,0,0,0,40,25,19,3,10,4,12.82,2,0,4,0,77,5,19
muldema01,2005,1,SLN,NL,16,8,32,32,3,2,0,615,212,83,19,70,111,3.64,1,9,9,0,868,0,90
zitoba01,2005,1,OAK,AL,14,13,35,35,0,0,0,685,185,98,26,89,171,3.86,0,4,13,0,953,0,106
mecirji01,2005,1,FLO,NL,1,4,52,0,0,0,0,130,39,15,2,17,34,3.12,2,0,5,0,184,13,17
lidleco01,2005,1,PHI,NL,13,11,31,31,1,0,0,554,210,93,18,40,121,4.53,5,6,6,0,792,0,105
hudsoti01,2005,1,ATL,NL,14,9,29,29,2,0,0,576,194,75,20,65,115,3.52,5,4,9,0,817,0,79
harvich01,2005,1,HOU,NL,0,2,37,0,0,0,0,115,36,19,7,24,33,4.46,1,4,4,0,173,16,21
harvich01,2005,2,BOS,AL,0,1,8,0,0,0,0,21,7,5,1,3,3,6.43,0,0,1,0,30,4,5
duchsju01,2005,1,OAK,AL,7,4,65,0,0,0,5,257,67,21,7,19,85,2.21,3,2,2,0,338,24,25
bradfch01,2005,1,BOS,AL,2,1,31,0,0,0,0,70,29,10,1,4,10,3.86,1,2,3,0,104,2,10
weathda01,2005,1,CIN,NL,7,4,73,0,0,0,15,233,71,34,7,29,61,3.94,2,4,2,0,331,41,36
walkety01,2005,1,SFN,NL,6,4,67,0,0,0,23,185,68,29,9,27,54,4.23,6,4,3,0,279,39,31
trachst01,2005,1,NYN,NL,1,4,6,6,0,0,0,111,37,17,6,12,24,4.14,0,1,1,0,157,0,20
stricsc01,2005,1,HOU,NL,0,0,5,0,0,0,0,12,4,3,2,0,2,6.75,0,0,0,0,16,0,3
seoja01,2005,1,NYN,NL,8,2,14,14,1,0,0,271,84,26,9,16,59,2.59,0,2,1,0,363,0,26
leiteal01,2005,1,FLO,NL,3,7,17,16,0,0,0,240,88,59,9,60,52,6.64,2,0,6,0,376,0,61
leiteal01,2005,2,NYA,AL,4,5,16,10,0,0,0,187,66,38,4,38,45,5.49,0,2,6,0,293,2,42
francjo01,2005,1,HOU,NL,0,1,31,0,0,0,0,45,23,12,0,9,16,7.2,2,0,1,0,77,4,13
estessh01,2005,1,ARI,NL,7,8,21,21,2,0,0,371,132,66,15,45,63,4.8,0,4,4,0,535,0,70
daviska01,2005,1,MIL,NL,1,1,15,0,0,0,0,50,10,5,2,10,11,2.7,0,1,0,0,70,3,6
benitar01,2005,1,SFN,NL,2,3,30,0,0,0,19,90,25,15,5,16,23,4.5,0,0,0,0,127,27,17
astacpe01,2005,2,SDN,NL,4,2,12,10,0,0,0,179,54,21,4,26,33,3.17,3,3,1,0,252,1,21
astacpe01,2005,1,TEX,AL,2,8,12,12,0,0,0,201,79,45,13,11,45,6.04,1,3,1,1,288,0,45
wellsda01,2005,1,BOS,AL,15,7,30,30,2,0,0,552,220,91,21,21,107,4.45,0,4,9,1,780,0,95
stantmi02,2005,1,NYA,AL,1,2,28,0,0,0,0,42,17,11,1,6,12,7.07,0,1,0,0,64,6,11
stantmi02,2005,2,WAS,NL,2,1,30,0,0,0,0,83,31,11,2,9,14,3.58,4,0,0,1,118,6,13
stantmi02,2005,3,BOS,AL,0,0,1,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,3,0,0
riverma01,2005,1,NYA,AL,7,4,71,0,0,0,43,235,50,12,2,18,80,1.38,0,0,4,0,306,67,18
pulsibi01,2005,1,SLN,NL,0,0,5,0,0,0,0,12,5,3,0,2,1,6.75,1,0,0,0,19,2,3
pettian01,2005,1,HOU,NL,17,9,33,33,0,0,0,667,188,59,17,41,171,2.39,0,2,3,0,875,0,66
mussimi01,2005,1,NYA,AL,13,8,30,30,2,2,0,539,199,88,23,47,142,4.41,0,2,7,0,766,0,93
mendora01,2005,1,NYA,AL,0,0,1,0,0,0,0,3,2,2,1,0,1,18,0,0,0,0,5,1,2
lillyte01,2005,1,TOR,AL,10,11,25,25,0,0,0,379,135,78,23,58,96,5.56,1,2,3,2,566,0,79
karsast01,2005,1,NYA,AL,0,0,6,0,0,0,0,18,10,4,0,2,5,6,1,0,0,0,29,2,5
karsast01,2005,2,TEX,AL,0,1,14,0,0,0,0,47,26,13,2,5,9,7.47,0,1,0,0,77,8,14
keislra01,2005,1,CIN,NL,2,1,24,4,0,0,0,168,64,39,10,28,43,6.27,2,2,1,0,262,7,45
hernaor01,2005,1,CHA,AL,9,9,24,22,0,0,1,385,137,73,18,50,91,5.12,1,3,12,2,568,1,77
clemero02,2005,1,HOU,NL,13,8,32,32,1,0,0,634,151,44,11,62,185,1.87,5,3,3,1,838,0,51
clausbr01,2005,1,CIN,NL,10,11,29,29,0,0,0,500,178,78,24,57,121,4.21,5,2,7,1,731,0,89
choatra01,2005,1,ARI,NL,0,0,8,0,0,0,0,21,8,7,0,5,4,9,1,1,1,0,35,0,7
willito02,2005,1,BAL,AL,5,5,72,0,0,0,1,229,72,28,5,26,38,3.3,4,4,3,1,321,12,34
